Formation_Set_ID,play,side_of_ball,play_art,description
40,Pa Inverted Veer,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_pa-inverted-veer.png,
98,Corner Strike,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_corner-strike.png,
98,Hb Mid Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_hb-mid-draw.png,
40,Hb Mid Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_hb-mid-draw.png,
97,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_hb-slip-screen.png,
98,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_hb-slip-screen.png,
40,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_hb-slip-screen.png,
100,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_inside-zone.png,
99,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce-twins-over_inside-zone.png,
101,Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing_inside-zone.png,
98,Pa Wr In,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_pa-wr-in.png,
101,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing_read-option.png,
101,Slot 2 Buc,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing_slot-2-buc.png,
100,Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_stick.png,
40,Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_stick.png,
100,Bench Swap,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_bench-swap.png,
97,Bench Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_bench-switch.png,
103,Buck Sweep,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_buck-sweep.png,
40,Buck Sweep Read Opt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_buck-sweep-read-opt.png,
19,Chip Corner Strike,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trips-wk_chip-corner-strike.png,
100,Chip Poco X Dig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_chip-poco-x-dig.png,
100,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_counter-y.png,
99,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce-twins-over_counter-y.png,
97,Curl Flats,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_curl-flats.png,
102,Dagger,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_dagger.png,
98,Dagger X Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_dagger-x-out.png,
98,Deep Out,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_deep-out.png,
19,Dig Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trips-wk_dig-cross.png,
97,Double Corner,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_double-corner.png,
97,Fake Screen Go,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_fake-screen-go.png,
40,Flood,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_flood.png,
40,Gl Fork Zig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_gl-fork-zig.png,
101,Hb Angle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing_hb-angle.png,
103,Hb Base,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_hb-base.png,
98,Hb Base,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_hb-base.png,
103,Hb Counter U,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_hb-counter-u.png,
102,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-dive.png,
97,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_hb-draw.png,
102,Hb Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-inside-zone.png,
102,Hb Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_hb-stretch.png,
98,Stick N Up,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_stick-n-up.png,
102,Pa U Drag Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-u-drag-wheel.png,
100,Mesh Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_mesh-spot.png,
103,Mesh Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_mesh-spot.png,
102,Mesh Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_mesh-spot.png,
102,Pa Jet Sweep,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_pa-jet-sweep.png,
98,Y Lead Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_y-lead-read-option.png,
40,Power Read,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_power-read.png,
100,Shallow Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_shallow-cross.png,
99,Rpo Read U Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce-twins-over_rpo-read-u-slide.png,
102,Jet Sweep,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_jet-sweep.png,
98,Outs,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_outs.png,
101,Te Attack,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing_te-attack.png,
19,Inside Zone Split,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trips-wk_inside-zone-split.png,
103,Spacing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_spacing.png,
98,In Go,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_in-go.png,
99,Pa Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce-twins-over_pa-slide.png,
98,Pa Post Dig Shot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_y-off-trio-wk_pa-post-dig-shot.png,
99,Lead Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce-twins-over_lead-read-option.png,
102,Y Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_y-stick.png,
100,Pa Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_pa-slide.png,
103,Pa Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_pa-cross.png,
100,Pa Shallow Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_deuce_pa-shallow-cross.png,
103,Pa Y Over,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_pa-y-over.png,
40,Reverse,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-trips-wk_reverse.png,
97,Rpo Alert Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_rpo-alert-screen.png,
103,Y Stick,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-hb-wk-close_y-stick.png,
102,Zone Fake Jet,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_wing-tight_zone-fake-jet.png,
97,Levels,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off-wk_levels.png,
104,Curls,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_curls.png,
104,Mtn Pa Wr Swing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_mtn-pa-wr-swing.png,
104,Pa Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_pa-slide.png,
105,Slant Flats,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_slant-flats.png,
106,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_slants.png,
107,Tr Opt Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_tr-opt-switch.png,
108,Tr Opt Switch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_tr-opt-switch.png,
107,Triple Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_triple-option.png,
109,Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_verticals.png,
109,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_counter-y.png,
59,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong-slot-open_hb-dive.png,
108,Triple Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_triple-option.png,
110,Triple Option Lt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_triple-option-lt.png,
104,Shovel Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_shovel-option.png,
111,Strong Flood,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_strong-flood.png,
109,Inside Zone Split,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_inside-zone-split.png,
108,Hb Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_hb-stretch.png,
112,Jet Touch Pass,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_jet-touch-pass.png,
105,Pa Flood Hb Slip,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_pa-flood-hb-slip.png,
110,Triple Option Rt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_triple-option-rt.png,
104,Rpo Read Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_rpo-read-bubble.png,
4,Fb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/flexbone_normal_fb-dive.png,
109,Pa Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_pa-wheel.png,
107,Hb Off Tackle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_hb-off-tackle.png,
108,Hb Off Tackle,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_hb-off-tackle.png,
106,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_hb-slip-screen.png,
110,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_hb-slip-screen.png,
108,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_hb-slip-screen.png,
104,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_hb-slip-screen.png,
111,Hb Slip Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_hb-slip-screen.png,
106,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_read-option.png,
110,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_read-option.png,
26,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_read-option.png,
112,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_read-option.png,
104,Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_read-option.png,
26,Speed Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_speed-option.png,
112,Speed Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_speed-option.png,
104,Speed Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_speed-option.png,
109,Speed Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_speed-option.png,
110,689 Hook,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_689-hook.png,
104,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_counter-y.png,
111,Counter Y,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_counter-y.png,
107,Deep Curl,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_deep-curl.png,
106,F Lead Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_f-lead-read-option.png,
4,Fb Wham,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/flexbone_normal_fb-wham.png,
106,Fl Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_fl-screen.png,
110,Flat Combo,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_flat-combo.png,
105,Hb 16 Power,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_hb-16-power.png,
106,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_hb-dive.png,
105,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_hb-dive.png,
112,Hb Dive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_hb-dive.png,
110,Hb Draw,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_hb-draw.png,
107,Hb Slam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_hb-slam.png,
106,Hb Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_hb-stretch.png,
105,Hb Stretch,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_hb-stretch.png,
106,Hb Zone Wk,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_hb-zone-wk.png,
110,Hitch Corner,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_hitch-corner.png,
110,Pa F Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_pa-f-slide.png,
111,Pa Slide,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_pa-slide.png,
108,Power Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_power-option.png,
108,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_slants.png,
110,Mtn Triple Option Rt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_mtn-triple-option-rt.png,
110,Mtn Load Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_mtn-load-option.png,
105,Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_verticals.png,
112,Jet Pass Fk Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_jet-pass-fk-zone.png,
106,Verticals,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_verticals.png,
111,Mtn Cross Hb Flat,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_mtn-cross-hb-flat.png,
106,Power Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_power-option.png,
109,Rpo Read Wr Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_rpo-read-wr-screen.png,
111,Vertical Te Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_vertical-te-cross.png,
111,Mtn Wr Swing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_mtn-wr-swing.png,
26,Power Read,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_power-read.png,
109,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_slants.png,
108,Tr Option Slip,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_tr-option-slip.png,
106,Pa Boot Rt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_pa-boot-rt.png,
110,Shovel Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_shovel-option.png,
110,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_slants.png,
59,Under,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong-slot-open_under.png,
109,Rpo Alert Shock,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_rpo-alert-shock.png,
104,Vertical Te Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_vertical-te-cross.png,
108,Pa Corner Hb Slip,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_pa-corner-hb-slip.png,
111,Rpo Alert Shock,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_rpo-alert-shock.png,
107,Zone Read,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_zone-read.png,
59,Mid Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong-slot-open_mid-slants.png,
26,Midline Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_midline-read-option.png,
110,Mtn Inside Zone,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_mtn-inside-zone.png,
110,Mtn Pa Hb Swing,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_mtn-pa-hb-swing.png,
107,Pa Boot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_pa-boot.png,
106,Pa Boot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_pa-boot.png,
108,Pa Boot Lt,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_pa-boot-lt.png,
105,Pa Boot Wheel,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_pa-boot-wheel.png,
107,Pa Comebacks,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_pa-comebacks.png,
106,Pa Double Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_pa-double-post.png,
110,Pa Fl Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_pa-fl-screen.png,
108,Pa Flood,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong_pa-flood.png,
107,Pa Flood Fb Slip,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_pa-flood-fb-slip.png,
112,Pa Jailbreak Screen,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_pa-jailbreak-screen.png,
112,Pa Post Cross,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_pa-post-cross.png,
105,Pa Power O,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_pa-power-o.png,
107,Pa X Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_pa-x-post.png,
26,Posts,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_posts.png,
105,Power Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_train_power-option.png,
4,Qb Cntr Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/flexbone_normal_qb-cntr-option.png,
2,Qb Read Iso,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/flexbone_close_qb-read-iso.png,
95,Qb Slot Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trips-offset_qb-slot-option.png,
104,Qb Slot Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_qb-slot-option.png,
109,Qb Slot Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_qb-slot-option.png,
109,Rpo Alert Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right_rpo-alert-bubble.png,
111,Rpo Glance Bubble,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-right-wk_rpo-glance-bubble.png,
104,Rpo Glance Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_rpo-glance-post.png,
107,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_full-house_slants.png,
104,Slants,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_slants.png,
104,Y Lead Read Option,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-wk_y-lead-read-option.png,
59,Z Slant Y Corner,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_strong-slot-open_z-slant-y-corner.png,
106,Z Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/pistol_open-flex_z-spot.png,
112,Zone Fake Jet,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_slot-left-stack_zone-fake-jet.png,
110,Inside Zone Split,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_split-offset_inside-zone-split.png,
26,Rpo Glance Post,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-wk_rpo-glance-post.png,
113,Fake Jet Hb Seam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off_fake-jet-hb-seam.png,
113,Flood Drive,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_stack-y-off_flood-drive.png,
114,Pa Cross Dig,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/singleback_y-off-trio_pa-cross-dig.png,
36,Middle Slam,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trips-hb-wk_middle-slam.png,
31,Rpo Alert Shock,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_trips_rpo-alert-shock.png,
115,Mesh Spot,Offense,https://collegefootball.gg/wp-content/plugins/playbook/playbook_images_ncaa-25/shotgun_wing-slot-offset_mesh-spot.png,
